Repository,Repo URL,Commit SHA,Commit Date (UTC),Commit URL,File Path,Line,File URL at Commit,Signal,Category,Code Snippet,Short Description
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,8b09399a0697f471e7ae00ee1d18d2557b846beb,2025-04-20T05:27:11Z,https://github.com/noobstersmc/UHC-1.16/commit/8b09399a0697f471e7ae00ee1d18d2557b846beb,src/main/java/me/noobsters/minigame/players/PlayerManager.java,18,https://github.com/noobstersmc/UHC-1.16/blob/8b09399a0697f471e7ae00ee1d18d2557b846beb/src/main/java/me/noobsters/minigame/players/PlayerManager.java#L18,parallelStream(,Parallel Streams,"16: 
   17: @RequiredArgsConstructor
>> 18: public class PlayerManager {
   19:     private @NonNull UHC instance;
   20:     private @Getter @Setter THashMap<Long, UHCPlayer> uhcPlayerMap = new THashMap<>();",Introduces parallel processing on a stream.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,fbce4a67320a3919444e88e234371b0f08c5a13a,2021-07-18T05:16:52Z,https://github.com/noobstersmc/UHC-1.16/commit/fbce4a67320a3919444e88e234371b0f08c5a13a,src/main/java/me/noobsters/minigame/tasks/GameLoop.java,40,https://github.com/noobstersmc/UHC-1.16/blob/fbce4a67320a3919444e88e234371b0f08c5a13a/src/main/java/me/noobsters/minigame/tasks/GameLoop.java#L40,parallelStream(,Parallel Streams,"38: 
   39: @RequiredArgsConstructor
>> 40: public class GameLoop extends BukkitRunnable {
   41:     private boolean borderShrink = false;
   42:     private @NonNull UHC instance;",Introduces parallel processing on a stream.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,1608d05c921c50799e53eda6baf4235e969b6dc0,2025-04-20T05:28:16Z,https://github.com/noobstersmc/UHC-1.16/commit/1608d05c921c50799e53eda6baf4235e969b6dc0,src/main/java/me/noobsters/minigame/gui/RapidInv.java,28,https://github.com/noobstersmc/UHC-1.16/blob/1608d05c921c50799e53eda6baf4235e969b6dc0/src/main/java/me/noobsters/minigame/gui/RapidInv.java#L28,parallelStream(,Parallel Streams,"26: /**
   27:  * Small and easy Bukkit inventory API with 1.7 to 1.16 support. The project is
>> 28:  * on <a href=""https://github.com/MrMicky-FR/FastInv"">GitHub</a>
   29:  *
   30:  * @author MrMicky",Introduces parallel processing on a stream.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,2cf2673f7f82b561c97af305b7928ebea8cc1104,2021-05-10T04:26:11Z,https://github.com/noobstersmc/UHC-1.16/commit/2cf2673f7f82b561c97af305b7928ebea8cc1104,src/main/java/me/noobsters/minigame/commands/UHCCommand.java,56,https://github.com/noobstersmc/UHC-1.16/blob/2cf2673f7f82b561c97af305b7928ebea8cc1104/src/main/java/me/noobsters/minigame/commands/UHCCommand.java#L56,parallelStream(,Parallel Streams,"54: @RequiredArgsConstructor
   55: @CommandAlias(""uhc|game"")
>> 56: public class UHCCommand extends BaseCommand {
   57: 
   58:     private @NonNull UHC instance;",Introduces parallel processing on a stream.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,8b09399a0697f471e7ae00ee1d18d2557b846beb,2025-04-20T05:27:11Z,https://github.com/noobstersmc/UHC-1.16/commit/8b09399a0697f471e7ae00ee1d18d2557b846beb,src/main/java/me/noobsters/minigame/listeners/IngameListeners.java,79,https://github.com/noobstersmc/UHC-1.16/blob/8b09399a0697f471e7ae00ee1d18d2557b846beb/src/main/java/me/noobsters/minigame/listeners/IngameListeners.java#L79,parallelStream(,Parallel Streams,"77: 
   78: @RequiredArgsConstructor
>> 79: public class IngameListeners implements Listener {
   80:     private @NonNull UHC instance;
   81:     private @Getter List<Material> possibleFence = Arrays.stream(Material.values())",Introduces parallel processing on a stream.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,d9ec265415b7cf55c8481f55dfccdbd1e4e0e087,2021-07-31T01:59:08Z,https://github.com/noobstersmc/UHC-1.16/commit/d9ec265415b7cf55c8481f55dfccdbd1e4e0e087,src/main/java/me/noobsters/minigame/teams/objects/Team.java,30,https://github.com/noobstersmc/UHC-1.16/blob/d9ec265415b7cf55c8481f55dfccdbd1e4e0e087/src/main/java/me/noobsters/minigame/teams/objects/Team.java#L30,Arrays.stream(,Streams,"28: import net.md_5.bungee.api.chat.BaseComponent;
   29: 
>> 30: public class Team {
   31: 
   32:     private static Gson gson = new GsonBuilder().setPrettyPrinting().create();",Uses Java streams for data processing.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,145a1d98704a1f6f308a46bcea386455392be3ec,2021-04-11T17:47:31Z,https://github.com/noobstersmc/UHC-1.16/commit/145a1d98704a1f6f308a46bcea386455392be3ec,src/main/java/me/noobsters/minigame/players/serializers/ItemStackSerializers.java,14,https://github.com/noobstersmc/UHC-1.16/blob/145a1d98704a1f6f308a46bcea386455392be3ec/src/main/java/me/noobsters/minigame/players/serializers/ItemStackSerializers.java#L14,Arrays.stream(,Streams,"12: import org.bukkit.inventory.meta.EnchantmentStorageMeta;
   13: 
>> 14: public class ItemStackSerializers {
   15:     
   16:     private ItemStackSerializers() {",Uses Java streams for data processing.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,8d4631ff907740ae01ebee42b65547c3ccb2e482,2025-04-20T02:45:01Z,https://github.com/noobstersmc/UHC-1.16/commit/8d4631ff907740ae01ebee42b65547c3ccb2e482,src/main/java/me/noobsters/minigame/condor/CondorManager.java,12,https://github.com/noobstersmc/UHC-1.16/blob/8d4631ff907740ae01ebee42b65547c3ccb2e482/src/main/java/me/noobsters/minigame/condor/CondorManager.java#L12,Future<,Concurrency / Parallelism,"10: import redis.clients.jedis.Jedis;
   11: 
>> 12: public class CondorManager {
   13:     private @Getter Jedis jedis;
   14:     private UHC instance;",Introduces a concurrency/parallelism construct.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,8b09399a0697f471e7ae00ee1d18d2557b846beb,2025-04-20T05:27:11Z,https://github.com/noobstersmc/UHC-1.16/commit/8b09399a0697f471e7ae00ee1d18d2557b846beb,src/main/java/me/noobsters/minigame/utils/PlayerDBUtils.java,20,https://github.com/noobstersmc/UHC-1.16/blob/8b09399a0697f471e7ae00ee1d18d2557b846beb/src/main/java/me/noobsters/minigame/utils/PlayerDBUtils.java#L20,Future<,Concurrency / Parallelism,"18: 
   19: /**
>> 20:  * More info of the contents of the responses here https://playerdb.co
   21:  */
   22: public class PlayerDBUtils {",Introduces a concurrency/parallelism construct.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,145a1d98704a1f6f308a46bcea386455392be3ec,2021-04-11T17:47:31Z,https://github.com/noobstersmc/UHC-1.16/commit/145a1d98704a1f6f308a46bcea386455392be3ec,src/main/java/me/noobsters/minigame/game/UpdatableInventory.java,10,https://github.com/noobstersmc/UHC-1.16/blob/145a1d98704a1f6f308a46bcea386455392be3ec/src/main/java/me/noobsters/minigame/game/UpdatableInventory.java#L10,Runnable,Threads,"8: import lombok.NonNull;
   9: 
>> 10: public class UpdatableInventory extends FastInv {
   11:     // Add a consumer of tasks that will run while the inv is open and cancel them
   12:     // when it closes.",Spawns or manages explicit threads.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,145a1d98704a1f6f308a46bcea386455392be3ec,2021-04-11T17:47:31Z,https://github.com/noobstersmc/UHC-1.16/commit/145a1d98704a1f6f308a46bcea386455392be3ec,src/main/java/me/noobsters/minigame/gamemodes/types/FastSmelting.java,14,https://github.com/noobstersmc/UHC-1.16/blob/145a1d98704a1f6f308a46bcea386455392be3ec/src/main/java/me/noobsters/minigame/gamemodes/types/FastSmelting.java#L14,Runnable,Threads,"12: import me.noobsters.minigame.gamemodes.IGamemode;
   13: 
>> 14: public class FastSmelting extends IGamemode implements Listener {
   15:     private UHC instance;
   16:",Spawns or manages explicit threads.
noobstersmc/UHC-1.16,https://github.com/noobstersmc/UHC-1.16,145a1d98704a1f6f308a46bcea386455392be3ec,2021-04-11T17:47:31Z,https://github.com/noobstersmc/UHC-1.16/commit/145a1d98704a1f6f308a46bcea386455392be3ec,src/main/java/me/noobsters/minigame/chunks/ChunkLoadTask.java,18,https://github.com/noobstersmc/UHC-1.16/blob/145a1d98704a1f6f308a46bcea386455392be3ec/src/main/java/me/noobsters/minigame/chunks/ChunkLoadTask.java#L18,Runnable,Threads,"16: 
   17: 
>> 18: public @RequiredArgsConstructor class ChunkLoadTask implements Runnable {
   19:     private @Getter UUID locationID = UUID.randomUUID();
   20:     private @NonNull @Getter World world;",Spawns or manages explicit threads.
frischHWC/datagen,https://github.com/frischHWC/datagen,efc749922df2e275713db45ebfc63492954b333b,2024-10-29T16:03:42Z,https://github.com/frischHWC/datagen/commit/efc749922df2e275713db45ebfc63492954b333b,src/main/java/com/datagen/connector/queues/KafkaConnector.java,33,https://github.com/frischHWC/datagen/blob/efc749922df2e275713db45ebfc63492954b333b/src/main/java/com/datagen/connector/queues/KafkaConnector.java#L33,parallelStream(,Parallel Streams,"31: import org.apache.hadoop.conf.Configuration;
   32: import org.apache.kafka.clients.CommonClientConfigs;
>> 33: import org.apache.kafka.clients.admin.AdminClient;
   34: import org.apache.kafka.clients.admin.KafkaAdminClient;
   35: import org.apache.kafka.clients.admin.NewTopic;",Introduces parallel processing on a stream.
frischHWC/datagen,https://github.com/frischHWC/datagen,14655d702e1543889943d0cdfd5eb1da69233c39,2024-09-05T13:58:39Z,https://github.com/frischHWC/datagen/commit/14655d702e1543889943d0cdfd5eb1da69233c39,src/main/java/com/datagen/connector/index/SolRConnector.java,27,https://github.com/frischHWC/datagen/blob/14655d702e1543889943d0cdfd5eb1da69233c39/src/main/java/com/datagen/connector/index/SolRConnector.java#L27,parallelStream(,Parallel Streams,"25: import com.datagen.model.type.Field;
   26: import com.datagen.utils.KerberosUtils;
>> 27: import lombok.extern.slf4j.Slf4j;
   28: import org.apache.hadoop.conf.Configuration;
   29: import org.apache.hadoop.security.UserGroupInformation;",Introduces parallel processing on a stream.
frischHWC/datagen,https://github.com/frischHWC/datagen,14655d702e1543889943d0cdfd5eb1da69233c39,2024-09-05T13:58:39Z,https://github.com/frischHWC/datagen/commit/14655d702e1543889943d0cdfd5eb1da69233c39,src/main/java/com/datagen/connector/db/hbase/HbaseConnector.java,32,https://github.com/frischHWC/datagen/blob/14655d702e1543889943d0cdfd5eb1da69233c39/src/main/java/com/datagen/connector/db/hbase/HbaseConnector.java#L32,parallelStream(,Parallel Streams,"30: import org.apache.hadoop.conf.Configuration;
   31: import org.apache.hadoop.hbase.HBaseConfiguration;
>> 32: import org.apache.hadoop.hbase.NamespaceDescriptor;
   33: import org.apache.hadoop.hbase.NamespaceNotFoundException;
   34: import org.apache.hadoop.hbase.TableName;",Introduces parallel processing on a stream.
frischHWC/datagen,https://github.com/frischHWC/datagen,efc749922df2e275713db45ebfc63492954b333b,2024-10-29T16:03:42Z,https://github.com/frischHWC/datagen/commit/efc749922df2e275713db45ebfc63492954b333b,src/main/java/com/datagen/service/command/CommandRunnerService.java,31,https://github.com/frischHWC/datagen/blob/efc749922df2e275713db45ebfc63492954b333b/src/main/java/com/datagen/service/command/CommandRunnerService.java#L31,parallelStream(,Parallel Streams,"29: import com.datagen.service.credentials.CredentialsService;
   30: import com.datagen.service.metrics.MetricsService;
>> 31: import com.datagen.service.model.ModelStoreService;
   32: import com.datagen.utils.Utils;
   33: import lombok.extern.slf4j.Slf4j;",Introduces parallel processing on a stream.
frischHWC/datagen,https://github.com/frischHWC/datagen,14655d702e1543889943d0cdfd5eb1da69233c39,2024-09-05T13:58:39Z,https://github.com/frischHWC/datagen/commit/14655d702e1543889943d0cdfd5eb1da69233c39,src/main/java/com/datagen/connector/storage/kudu/KuduConnector.java,25,https://github.com/frischHWC/datagen/blob/14655d702e1543889943d0cdfd5eb1da69233c39/src/main/java/com/datagen/connector/storage/kudu/KuduConnector.java#L25,parallelStream(,Parallel Streams,"23: import com.datagen.model.OptionsConverter;
   24: import com.datagen.model.Row;
>> 25: import com.datagen.model.type.Field;
   26: import com.datagen.utils.KerberosUtils;
   27: import lombok.extern.slf4j.Slf4j;",Introduces parallel processing on a stream.
frischHWC/datagen,https://github.com/frischHWC/datagen,efc749922df2e275713db45ebfc63492954b333b,2024-10-29T16:03:42Z,https://github.com/frischHWC/datagen/commit/efc749922df2e275713db45ebfc63492954b333b,src/main/java/com/datagen/service/users/UsersService.java,25,https://github.com/frischHWC/datagen/blob/efc749922df2e275713db45ebfc63492954b333b/src/main/java/com/datagen/service/users/UsersService.java#L25,Arrays.stream(,Streams,"23: @Service
   24: @Slf4j
>> 25: public class UsersService {
   26: 
   27:   // User file is like this: username;group1,group2;passwordEncoded",Uses Java streams for data processing.
frischHWC/datagen,https://github.com/frischHWC/datagen,efc749922df2e275713db45ebfc63492954b333b,2024-10-29T16:03:42Z,https://github.com/frischHWC/datagen/commit/efc749922df2e275713db45ebfc63492954b333b,src/main/java/com/datagen/config/SecurityConfig.java,36,https://github.com/frischHWC/datagen/blob/efc749922df2e275713db45ebfc63492954b333b/src/main/java/com/datagen/config/SecurityConfig.java#L36,Arrays.stream(,Streams,"34: import org.springframework.security.config.annotation.web.builders.WebSecurity;
   35: import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;
>> 36: import org.springframework.security.core.GrantedAuthority;
   37: import org.springframework.security.core.authority.SimpleGrantedAuthority;
   38: import org.springframework.security.crypto.password.PasswordEncoder;",Uses Java streams for data processing.
frischHWC/datagen,https://github.com/frischHWC/datagen,20d932d8845c065351d9dccb11aac6e9472603e6,2024-12-16T15:06:18Z,https://github.com/frischHWC/datagen/commit/20d932d8845c065351d9dccb11aac6e9472603e6,src/main/java/com/datagen/model/Model.java,29,https://github.com/frischHWC/datagen/blob/20d932d8845c065351d9dccb11aac6e9472603e6/src/main/java/com/datagen/model/Model.java#L29,Arrays.stream(,Streams,"27: import lombok.Getter;
   28: import lombok.Setter;
>> 29: import lombok.extern.slf4j.Slf4j;
   30: import org.apache.avro.SchemaBuilder;
   31: import org.apache.hadoop.hive.ql.exec.vector.ColumnVector;",Uses Java streams for data processing.
frischHWC/datagen,https://github.com/frischHWC/datagen,14655d702e1543889943d0cdfd5eb1da69233c39,2024-09-05T13:58:39Z,https://github.com/frischHWC/datagen/commit/14655d702e1543889943d0cdfd5eb1da69233c39,src/main/java/com/datagen/model/type/CsvField.java,26,https://github.com/frischHWC/datagen/blob/14655d702e1543889943d0cdfd5eb1da69233c39/src/main/java/com/datagen/model/type/CsvField.java#L26,Arrays.stream(,Streams,"24: import org.apache.hadoop.hive.ql.exec.vector.ColumnVector;
   25: import org.apache.hadoop.hive.ql.exec.vector.VectorizedRowBatch;
>> 26: import org.apache.hive.jdbc.HivePreparedStatement;
   27: import org.apache.kudu.Type;
   28: import org.apache.kudu.client.PartialRow;",Uses Java streams for data processing.
frischHWC/datagen,https://github.com/frischHWC/datagen,267f081023bd91b2203c3a3208c010fbb0bf716b,2024-11-28T08:38:30Z,https://github.com/frischHWC/datagen/commit/267f081023bd91b2203c3a3208c010fbb0bf716b,src/main/java/com/datagen/views/users/UsersView.java,40,https://github.com/frischHWC/datagen/blob/267f081023bd91b2203c3a3208c010fbb0bf716b/src/main/java/com/datagen/views/users/UsersView.java#L40,Arrays.stream(,Streams,"38: @Route(value = ""users"", layout = MainLayout.class)
   39: @RolesAllowed({""ROLE_DATAGEN_USER"", ""ROLE_DATAGEN_ADMIN""})
>> 40: public class UsersView extends Composite<VerticalLayout> {
   41: 
   42:     private final transient AuthenticationContext authContext;",Uses Java streams for data processing.
frischHWC/datagen,https://github.com/frischHWC/datagen,267f081023bd91b2203c3a3208c010fbb0bf716b,2024-11-28T08:38:30Z,https://github.com/frischHWC/datagen/commit/267f081023bd91b2203c3a3208c010fbb0bf716b,src/main/java/com/datagen/views/models/ModelsManagementView.java,46,https://github.com/frischHWC/datagen/blob/267f081023bd91b2203c3a3208c010fbb0bf716b/src/main/java/com/datagen/views/models/ModelsManagementView.java#L46,Arrays.stream(,Streams,"44: @Route(value = ""model/management"", layout = MainLayout.class)
   45: @RolesAllowed({""ROLE_DATAGEN_USER"", ""ROLE_DATAGEN_ADMIN""})
>> 46: public class ModelsManagementView extends Composite<VerticalLayout> {
   47: 
   48:     private final transient AuthenticationContext authContext;",Uses Java streams for data processing.
frischHWC/datagen,https://github.com/frischHWC/datagen,efc749922df2e275713db45ebfc63492954b333b,2024-10-29T16:03:42Z,https://github.com/frischHWC/datagen/commit/efc749922df2e275713db45ebfc63492954b333b,src/main/java/com/datagen/model/type/StringRegexField.java,22,https://github.com/frischHWC/datagen/blob/efc749922df2e275713db45ebfc63492954b333b/src/main/java/com/datagen/model/type/StringRegexField.java#L22,Arrays.stream(,Streams,"20: import lombok.AllArgsConstructor;
   21: import lombok.Getter;
>> 22: import lombok.extern.slf4j.Slf4j;
   23: import org.apache.hadoop.hbase.client.Put;
   24: import org.apache.hadoop.hbase.util.Bytes;",Uses Java streams for data processing.
ArcaneChat/android,https://github.com/ArcaneChat/android,708ea8378e05a197af41add1aaa8d3cb02084853,2024-06-13T15:18:48Z,https://github.com/ArcaneChat/android/commit/708ea8378e05a197af41add1aaa8d3cb02084853,src/main/java/org/thoughtcrime/securesms/util/ThreadUtil.java,8,https://github.com/ArcaneChat/android/blob/708ea8378e05a197af41add1aaa8d3cb02084853/src/main/java/org/thoughtcrime/securesms/util/ThreadUtil.java#L8,Executor ,Executors / Thread Pools,"6: import java.util.concurrent.TimeUnit;
   7: 
>> 8: public class ThreadUtil {
   9: 
   10:   public static ExecutorService newDynamicSingleThreadedExecutor() {",Uses an Executor/Thread pool for concurrency.
ArcaneChat/android,https://github.com/ArcaneChat/android,708ea8378e05a197af41add1aaa8d3cb02084853,2024-06-13T15:18:48Z,https://github.com/ArcaneChat/android/commit/708ea8378e05a197af41add1aaa8d3cb02084853,src/main/java/org/thoughtcrime/securesms/jobmanager/JobManager.java,10,https://github.com/ArcaneChat/android/blob/708ea8378e05a197af41add1aaa8d3cb02084853/src/main/java/org/thoughtcrime/securesms/jobmanager/JobManager.java#L10,Executor ,Executors / Thread Pools,"8: 
   9: /**
>> 10:  * A JobManager allows you to enqueue {@link org.thoughtcrime.securesms.jobmanager.Job} tasks
   11:  * that are executed once a Job's {@link org.thoughtcrime.securesms.jobmanager.requirements.Requirement}s
   12:  * are met.",Uses an Executor/Thread pool for concurrency.
ArcaneChat/android,https://github.com/ArcaneChat/android,7193b4d64e6c0da8d37dc7b7c76f58ce7da8a25b,2025-02-26T15:52:51Z,https://github.com/ArcaneChat/android/commit/7193b4d64e6c0da8d37dc7b7c76f58ce7da8a25b,src/main/java/org/thoughtcrime/securesms/audio/AudioRecorder.java,22,https://github.com/ArcaneChat/android/blob/7193b4d64e6c0da8d37dc7b7c76f58ce7da8a25b/src/main/java/org/thoughtcrime/securesms/audio/AudioRecorder.java#L22,ExecutorService,Executors / Thread Pools,"20: import java.util.concurrent.ExecutorService;
   21: 
>> 22: public class AudioRecorder {
   23: 
   24:   private static final String TAG = AudioRecorder.class.getSimpleName();",Uses an Executor/Thread pool for concurrency.
ArcaneChat/android,https://github.com/ArcaneChat/android,e9d2a39098f9aaca39cbd06466d3449519466215,2025-01-16T19:03:43Z,https://github.com/ArcaneChat/android/commit/e9d2a39098f9aaca39cbd06466d3449519466215,src/main/java/org/thoughtcrime/securesms/providers/PersistentBlobProvider.java,27,https://github.com/ArcaneChat/android/blob/e9d2a39098f9aaca39cbd06466d3449519466215/src/main/java/org/thoughtcrime/securesms/providers/PersistentBlobProvider.java#L27,ExecutorService,Executors / Thread Pools,"25: import java.util.concurrent.Executors;
   26: 
>> 27: public class PersistentBlobProvider {
   28: 
   29:   private static final String TAG = PersistentBlobProvider.class.getSimpleName();",Uses an Executor/Thread pool for concurrency.
ArcaneChat/android,https://github.com/ArcaneChat/android,708ea8378e05a197af41add1aaa8d3cb02084853,2024-06-13T15:18:48Z,https://github.com/ArcaneChat/android/commit/708ea8378e05a197af41add1aaa8d3cb02084853,src/main/java/org/thoughtcrime/securesms/util/ListenableFutureTask.java,13,https://github.com/ArcaneChat/android/blob/708ea8378e05a197af41add1aaa8d3cb02084853/src/main/java/org/thoughtcrime/securesms/util/ListenableFutureTask.java#L13,Executor ,Executors / Thread Pools,"11:  * MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
   12:  * GNU General Public License for more details.
>> 13:  *
   14:  * You should have received a copy of the GNU General Public License
   15:  * along with this program.  If not, see <http://www.gnu.org/licenses/>.",Uses an Executor/Thread pool for concurrency.
ArcaneChat/android,https://github.com/ArcaneChat/android,b871e42b861d8c8d7ee019569e61124891ae766e,2025-09-26T21:40:26Z,https://github.com/ArcaneChat/android/commit/b871e42b861d8c8d7ee019569e61124891ae766e,src/main/java/chat/delta/rpc/BaseTransport.java,17,https://github.com/ArcaneChat/android/blob/b871e42b861d8c8d7ee019569e61124891ae766e/src/main/java/chat/delta/rpc/BaseTransport.java#L17,Future<,Concurrency / Parallelism,"15: 
   16: /* Basic RPC Transport implementation */ 
>> 17: public abstract class BaseTransport implements Rpc.Transport {
   18:   private final Map<Integer, SettableFuture<JsonNode>> requestFutures = new ConcurrentHashMap<>();
   19:   private int requestId = 0;",Introduces a concurrency/parallelism construct.
ArcaneChat/android,https://github.com/ArcaneChat/android,b871e42b861d8c8d7ee019569e61124891ae766e,2025-09-26T21:40:26Z,https://github.com/ArcaneChat/android/commit/b871e42b861d8c8d7ee019569e61124891ae766e,src/main/java/chat/delta/util/ListenableFuture.java,7,https://github.com/ArcaneChat/android/blob/b871e42b861d8c8d7ee019569e61124891ae766e/src/main/java/chat/delta/util/ListenableFuture.java#L7,Future<,Concurrency / Parallelism,"5: import java.util.concurrent.Future;
   6: 
>> 7: public interface ListenableFuture<T> extends Future<T> {
   8:   void addListener(Listener<T> listener);
   9:",Introduces a concurrency/parallelism construct.
ArcaneChat/android,https://github.com/ArcaneChat/android,641c3da62944eb0bf1abd3d14d95c9b4211bb14a,2025-02-26T18:57:23Z,https://github.com/ArcaneChat/android/commit/641c3da62944eb0bf1abd3d14d95c9b4211bb14a,src/main/java/org/thoughtcrime/securesms/components/ThumbnailView.java,35,https://github.com/ArcaneChat/android/blob/641c3da62944eb0bf1abd3d14d95c9b4211bb14a/src/main/java/org/thoughtcrime/securesms/components/ThumbnailView.java#L35,Future<,Concurrency / Parallelism,"33: import static com.bumptech.glide.load.resource.drawable.DrawableTransitionOptions.withCrossFade;
   34: 
>> 35: public class ThumbnailView extends FrameLayout {
   36: 
   37:   private static final String TAG        = ThumbnailView.class.getSimpleName();",Introduces a concurrency/parallelism construct.
ArcaneChat/android,https://github.com/ArcaneChat/android,fce62453d1fd5ae9749f0cf82642f20b16a4db9b,2025-02-20T01:17:52Z,https://github.com/ArcaneChat/android/commit/fce62453d1fd5ae9749f0cf82642f20b16a4db9b,src/main/java/org/thoughtcrime/securesms/components/InputPanel.java,49,https://github.com/ArcaneChat/android/blob/fce62453d1fd5ae9749f0cf82642f20b16a4db9b/src/main/java/org/thoughtcrime/securesms/components/InputPanel.java#L49,Future<,Concurrency / Parallelism,"47:              KeyboardAwareLinearLayout.OnKeyboardShownListener,
   48:              MediaKeyboard.MediaKeyboardListener
>> 49: {
   50: 
   51:   private static final String TAG = InputPanel.class.getSimpleName();",Introduces a concurrency/parallelism construct.
ArcaneChat/android,https://github.com/ArcaneChat/android,98551713aea35e012b87b911289bbc7895ce8045,2025-10-23T12:06:32Z,https://github.com/ArcaneChat/android/commit/98551713aea35e012b87b911289bbc7895ce8045,src/main/java/org/thoughtcrime/securesms/mms/AttachmentManager.java,67,https://github.com/ArcaneChat/android/blob/98551713aea35e012b87b911289bbc7895ce8045/src/main/java/org/thoughtcrime/securesms/mms/AttachmentManager.java#L67,Future<,Concurrency / Parallelism,"65: import org.thoughtcrime.securesms.util.MediaUtil;
   66: import org.thoughtcrime.securesms.util.ViewUtil;
>> 67: import org.thoughtcrime.securesms.util.guava.Optional;
   68: import org.thoughtcrime.securesms.util.views.Stub;
   69:",Introduces a concurrency/parallelism construct.
ArcaneChat/android,https://github.com/ArcaneChat/android,b871e42b861d8c8d7ee019569e61124891ae766e,2025-09-26T21:40:26Z,https://github.com/ArcaneChat/android/commit/b871e42b861d8c8d7ee019569e61124891ae766e,src/main/java/org/thoughtcrime/securesms/RegistrationActivity.java,72,https://github.com/ArcaneChat/android/blob/b871e42b861d8c8d7ee019569e61124891ae766e/src/main/java/org/thoughtcrime/securesms/RegistrationActivity.java#L72,Future<,Concurrency / Parallelism,"70: import chat.delta.rpc.types.Socket;
   71: 
>> 72: public class RegistrationActivity extends BaseActionBarActivity implements DcEventCenter.DcEventDelegate {
   73: 
   74:     private enum VerificationType {",Introduces a concurrency/parallelism construct.
ArcaneChat/android,https://github.com/ArcaneChat/android,3aa2fbf67af89914edebd16eaad83dff4e53ae65,2025-10-09T13:34:30Z,https://github.com/ArcaneChat/android/commit/3aa2fbf67af89914edebd16eaad83dff4e53ae65,src/main/java/org/thoughtcrime/securesms/ConversationActivity.java,129,https://github.com/ArcaneChat/android/blob/3aa2fbf67af89914edebd16eaad83dff4e53ae65/src/main/java/org/thoughtcrime/securesms/ConversationActivity.java#L129,Future<,Concurrency / Parallelism,"127: import java.util.Collections;
   128: import java.util.List;
>> 129: import java.util.concurrent.ExecutionException;
   130: 
   131: import chat.delta.rpc.Rpc;",Introduces a concurrency/parallelism construct.
aws-samples/amazon-codeguru-java-detectors,https://github.com/aws-samples/amazon-codeguru-java-detectors,16f58e6f899d702d643cbdd182a1389b0aeb2d6d,2023-01-05T17:48:04Z,https://github.com/aws-samples/amazon-codeguru-java-detectors/commit/16f58e6f899d702d643cbdd182a1389b0aeb2d6d,src/java/detectors/sudden_service_shutdown/SuddenServiceShutdown.java,7,https://github.com/aws-samples/amazon-codeguru-java-detectors/blob/16f58e6f899d702d643cbdd182a1389b0aeb2d6d/src/java/detectors/sudden_service_shutdown/SuddenServiceShutdown.java#L7,ExecutorService,Executors / Thread Pools,"5: import static java.util.concurrent.TimeUnit.SECONDS;
   6: 
>> 7: class SuddenServiceShutdown {
   8: 
   9:     // {fact rule=sudden-service-shutdown@v1.0 defects=1}",Uses an Executor/Thread pool for concurrency.
aws-samples/amazon-codeguru-java-detectors,https://github.com/aws-samples/amazon-codeguru-java-detectors,16f58e6f899d702d643cbdd182a1389b0aeb2d6d,2023-01-05T17:48:04Z,https://github.com/aws-samples/amazon-codeguru-java-detectors/commit/16f58e6f899d702d643cbdd182a1389b0aeb2d6d,src/java/detectors/missing_timeout_check_on_awaittermination/MissingTimeoutCheckOnAwaitTermination.java,8,https://github.com/aws-samples/amazon-codeguru-java-detectors/blob/16f58e6f899d702d643cbdd182a1389b0aeb2d6d/src/java/detectors/missing_timeout_check_on_awaittermination/MissingTimeoutCheckOnAwaitTermination.java#L8,ExecutorService,Executors / Thread Pools,"6: 
   7: @Log4j
>> 8: class MissingTimeoutCheckOnAwaitTermination {
   9: 
   10:     // {fact rule=missing-timeout-check-on-awaittermination@v1.0 defects=1}",Uses an Executor/Thread pool for concurrency.
